,N_prQ,contrib,contribQOmega_bias_covQOmega,contribQOmega_var_cov2QOmega,contribQOmega_var_covQ2Omega2,contribQOmega_var_covQOmega,contribQOmega_var_sum,contribQOmega_var_varOmega,contribQOmega_var_varQ,contribQOmega_var_varQvarOmega,contribTOmega_var_covTOmega,contribTOmega_var_covTOmega2,contribTOmega_var_sum,contribTOmega_var_varOmega,contribTOmega_var_varT,cov_qvstar_s_2_omega_500_2_prQ,cov_qvstar_s_omega_500_prQ,cov_ts_omega_500_2_prQ,cov_ts_omega_500_prQ,norm_var_pr_scOGS09_I25_prQ,norm_var_pr_scOGS09_I75_prQ,norm_var_pr_scOGS09_prQ,norm_var_pr_scOGS09ad_I25_prQ,norm_var_pr_scOGS09ad_I75_prQ,norm_var_pr_scOGS09ad_prQ,norm_var_pr_scRH_I25_prQ,norm_var_pr_scRH_I75_prQ,norm_var_pr_scRH_prQ,norm_var_pr_scRHad_I25_prQ,norm_var_pr_scRHad_I75_prQ,norm_var_pr_scRHad_prQ,norm_var_pr_sc_I25_prQ,norm_var_pr_sc_I75_prQ,norm_var_pr_sc_prQ,omega_500_prQ,percentiles,pr_scOGS09_prQ,pr_scOGS09_vQ,pr_scOGS09ad_prQ,pr_scOGS09ad_vQ,pr_scRH_prQ,pr_scRH_vQ,pr_scRHad_prQ,pr_scRHad_vQ,pr_sc_prQ,pr_sc_vQ,qvstar_s_prQ,ranks_ref,ts_prQ,var_omega_500_prQ,var_prQ,var_pr_scOGS09_I25_prQ,var_pr_scOGS09_I75_prQ,var_pr_scOGS09_prQ,var_pr_scOGS09ad_I25_prQ,var_pr_scOGS09ad_I75_prQ,var_pr_scOGS09ad_prQ,var_pr_scRH_I25_prQ,var_pr_scRH_I75_prQ,var_pr_scRH_prQ,var_pr_scRHad_I25_prQ,var_pr_scRHad_I75_prQ,var_pr_scRHad_prQ,var_pr_sc_I25_prQ,var_pr_sc_I75_prQ,var_pr_sc_prQ,var_qvstar_s_prQ,var_ts_prQ,var_vQ
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2277788579566657e-09,,,,,,,,,,,,20.567176527571853,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4647222880362736e-06,,,,,,,,,,,,36.90426555198067,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.010618181182204e-06,,,,,,,,,,,,49.88127663727278,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.349251257141164e-06,,,,,,,,,,,,60.18928294465028,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5232687584650331e-05,,,,,,,,,,,,68.3772233983162,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3726733036913745e-05,,,,,,,,,,,,74.8811356849042,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4156603656819345e-05,,,,,,,,,,,,80.0473768503112,,,,,,,,,,,,,,,,,,,,,
8,213.0,10.599176941598532,-0.003265161229346661,-1.0661277853628601e-05,-1.1268197496638255,0.006530322458693323,11.014009004822766,11.909448962650284,0.017418259393257814,0.20744187126220787,-0.05573421549756877,-1.272819654789568,10.599176941598532,11.909448962650284,0.018281849235385436,-7.13821561616416e-08,-8.218115429463843e-07,-0.0016448878031890297,0.00605634959078491,56.1463322918347,69.13665620172736,49.78478151125998,69.7068013526555,53.51214442035528,50.9418115868537,2.8019600032351883,2.599305704460752,3.578451668147362,2.0638730396796774,2.7507476156159965,2.520229117410657,10.373304045689581,9.782290339851029,11.086287845327558,0.011892697263392496,4.9945574272602416e-05,7.2743706805028815e-06,5.882334188039259e-06,7.146941045230491e-06,5.559810753515958e-06,1.6128861225592952e-05,6.602014237381722e-06,1.4961523872125843e-05,3.955096094550516e-06,-1.4659288995682238e-05,-1.4707310736486967e-05,0.02116348779967372,84.15106807538886,299.1815185546875,0.001684427779391196,1.4961523872125843e-05,2.971065640807075e-09,3.658467710652509e-09,2.6344348374239714e-09,3.560537416091663e-09,2.733334319273241e-09,2.6020448891473152e-09,7.289023359803142e-10,6.76183813373787e-10,9.308990053725359e-10,4.619921940214785e-10,6.157471422442839e-10,5.641462226620648e-10,2.229168619602309e-09,2.102162874758879e-09,2.3823850977309168e-09,7.801520214102385e-06,6.105165958404541,3.955096094550516e-06
9,171.0,78.10759313241118,0.21724687580506066,-0.04719620504705945,5.7426855843577975,-0.4344937516101213,84.99275085519025,78.44149257058676,0.016241671891504494,1.2740209850113573,-0.11592842136657452,-0.23623838468843195,78.10759313241118,78.44149257058676,0.0182673678794269,6.647740065035087e-08,-2.3373999744028456e-05,-5.1247405671170795e-05,-0.00517253306977562,1.6094712427339195,1.3206181295249975,1.5906403177808977,1.3661922551405348,1.4177582066407168,1.2550989628252565,0.6335529085090548,0.9781074720913504,0.9255440248012291,1.1437575127483695,1.303138049339501,1.0242073676692054,73.5777340823342,67.16110402387085,57.362034799062236,-0.004861922886523836,7.057242037840289e-05,4.63347772121906e-05,4.6342706295451674e-05,5.1506189670377546e-05,4.882560984847627e-05,3.488015865041019e-05,2.7930074160594778e-05,2.895388281000674e-05,1.921431093645772e-05,7.652861017479315e-06,6.287024571262816e-06,0.022129491209627594,87.41074588205832,299.83551025390625,0.0018542230753018914,2.895388281000674e-05,3.455392447581185e-09,2.835250354115132e-09,3.41496411675055e-09,3.6243544578504304e-09,3.76115312984536e-09,3.329636443072384e-09,7.707966034867389e-10,1.1899904604766534e-09,1.1260404318450657e-09,9.588431815731268e-10,1.092456241231773e-09,8.586210276746251e-10,4.309174305002593e-09,3.933376141094792e-09,3.3594810919589256e-09,7.953780299952587e-06,6.153844833374023,1.921431093645772e-05
10,131.0,3.4750519001785523,-0.037362536639886965,-0.0013959591441668959,-0.4341181345115648,0.07472507327977393,3.767441941615857,4.054188838429645,0.014649655153204698,0.05939246840896579,0.12101370466074628,-0.7209134737027971,3.4750519001785523,4.054188838429645,0.020762830790958395,-1.094410151952615e-07,1.8759551295143055e-05,-0.0036010211086804273,0.025861159754034403,0.45830360883356963,0.7656279442295962,0.5554906560459137,0.5914541185331217,0.28457449466227924,0.4392696365799344,0.5069598882709128,0.42676960139707193,0.4527371008983292,0.3878339854525577,0.5201874889053323,0.4253941683908055,4.534555118545191,4.823782640775076,4.065566318188159,-0.023373787104945754,9.646124453865928e-05,7.096262267115292e-05,7.251127486398377e-05,8.017870773304611e-05,7.90046324016567e-05,5.263380419636965e-05,4.618661003694954e-05,5.202041400227529e-05,4.160663723459501e-05,2.824323984425718e-05,2.933943558115156e-05,0.02148112431249595,90.0,299.2764892578125,0.0022149408952253885,5.202041400227529e-05,2.307876649022541e-09,3.8554679043958486e-09,2.797280861700848e-09,3.802236835514954e-09,1.829422760190617e-09,2.823899843777927e-09,1.4044397712813664e-09,1.1822872287198527e-09,1.2542254429732175e-09,1.0495266516479425e-09,1.4076915740710627e-09,1.1511691443461115e-09,3.6171266336381496e-09,3.8478378162104615e-09,3.2430233674298267e-09,6.759917854670932e-06,6.942490100860596,4.160663723459501e-05
11,105.0,0.9108104636065304,-0.0017087186680835736,-2.919719486657302e-06,-0.02279974621188194,0.0034174373361671472,0.9874807297898536,0.9719561180315085,0.017703152739724736,0.01720668761382172,0.020735585732218426,-0.10834554751948046,0.9108104636065304,0.9719561180315085,0.026464307362283914,-4.683945223861446e-08,2.449127876679287e-06,-0.004173668251997571,0.01232910941634123,0.47345328477199855,1.268992650320244,0.8913571293210082,0.6392158546088677,1.0281411535102347,0.7206905220514458,0.5862779242363435,0.5845628031540315,0.48834391680463307,0.5708807981489037,0.5191384324690634,0.5578629338340706,1.009632328226102,1.188162700671389,0.9908640525530313,-0.06478753523822749,0.00012536150447418256,0.00010462077387503418,0.00010471975317333,0.00011412098045325455,0.00011047460152939696,7.973209404207777e-05,7.056135874682376e-05,7.66732875298096e-05,6.69553511631535e-05,8.361108090852768e-05,8.375419326208488e-05,0.022123276096544877,92.05671765275719,299.8419494628906,0.004079712638762313,7.66732875298096e-05,5.182185923637304e-09,1.3889767081995536e-08,9.7563550978964e-09,8.324890440463247e-09,1.3390097255240186e-08,9.385983771052909e-09,3.727090018566973e-09,3.7161866391247996e-09,3.104503278579391e-09,3.3560900517688064e-09,3.0519073935393353e-09,3.279560721891272e-09,7.058150654637481e-09,8.306223076566888e-09,6.926945151876843e-09,8.664619485684584e-06,8.915966033935547,6.69553511631535e-05
