,N_prQ,contrib,contribQOmega_bias_covQOmega,contribQOmega_var_cov2QOmega,contribQOmega_var_covQ2Omega2,contribQOmega_var_covQOmega,contribQOmega_var_sum,contribQOmega_var_varOmega,contribQOmega_var_varQ,contribQOmega_var_varQvarOmega,contribTOmega_var_covTOmega,contribTOmega_var_covTOmega2,contribTOmega_var_sum,contribTOmega_var_varOmega,contribTOmega_var_varT,cov_qvstar_s_2_omega_500_2_prQ,cov_qvstar_s_omega_500_prQ,cov_ts_omega_500_2_prQ,cov_ts_omega_500_prQ,norm_var_pr_scOGS09_I25_prQ,norm_var_pr_scOGS09_I75_prQ,norm_var_pr_scOGS09_prQ,norm_var_pr_scOGS09ad_I25_prQ,norm_var_pr_scOGS09ad_I75_prQ,norm_var_pr_scOGS09ad_prQ,norm_var_pr_scRH_I25_prQ,norm_var_pr_scRH_I75_prQ,norm_var_pr_scRH_prQ,norm_var_pr_scRHad_I25_prQ,norm_var_pr_scRHad_I75_prQ,norm_var_pr_scRHad_prQ,norm_var_pr_sc_I25_prQ,norm_var_pr_sc_I75_prQ,norm_var_pr_sc_prQ,omega_500_prQ,percentiles,percentiles_omega_500,percentiles_pr,percentiles_pr_sc,percentiles_qvstar_s,pr_scOGS09_prQ,pr_scOGS09_vQ,pr_scOGS09ad_prQ,pr_scOGS09ad_vQ,pr_scRH_prQ,pr_scRH_vQ,pr_scRHad_prQ,pr_scRHad_vQ,pr_sc_prQ,pr_sc_vQ,qvstar_s_prQ,ranks_omega_500,ranks_pr,ranks_pr_sc,ranks_qvstar_s,ranks_ref,ts_prQ,var_omega_500_prQ,var_prQ,var_pr_scOGS09_I25_prQ,var_pr_scOGS09_I75_prQ,var_pr_scOGS09_prQ,var_pr_scOGS09ad_I25_prQ,var_pr_scOGS09ad_I75_prQ,var_pr_scOGS09ad_prQ,var_pr_scRH_I25_prQ,var_pr_scRH_I75_prQ,var_pr_scRH_prQ,var_pr_scRHad_I25_prQ,var_pr_scRHad_I75_prQ,var_pr_scRHad_prQ,var_pr_sc_I25_prQ,var_pr_sc_I75_prQ,var_pr_sc_prQ,var_qvstar_s_prQ,var_ts_prQ,var_vQ
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0002731391258320049,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2277788579566657e-09,-0.04308840081543286,1.2277788579566657e-09,-5.3203820395574105e-05,0.018061141270214246,,,,,,,,,,,,20.567176527571853,20.567176527571853,20.567176527571853,20.567176527571853,20.567176527571853,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4647222880362736e-06,-0.031130614390618903,1.4647222880362736e-06,-3.81524612458715e-05,0.020042157715466843,,,,,,,,,,,,36.90426555198067,36.90426555198067,36.90426555198067,36.90426555198067,36.90426555198067,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.010618181182204e-06,-0.022586631384594096,5.010618181182204e-06,-2.78653181913284e-05,0.02133063850197563,,,,,,,,,,,,49.88127663727278,49.88127663727278,49.88127663727278,49.88127663727278,49.88127663727278,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.349251257141164e-06,-0.014402742857637067,9.349251257141164e-06,-1.806693696095456e-05,0.02226669120785725,,,,,,,,,,,,60.18928294465028,60.18928294465028,60.18928294465028,60.18928294465028,60.18928294465028,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5232687584650331e-05,-0.006680267050216533,1.5232687584650331e-05,-8.232430626362297e-06,0.023005770363063,,,,,,,,,,,,68.3772233983162,68.3772233983162,68.3772233983162,68.3772233983162,68.3772233983162,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3726733036913745e-05,0.003761732699894934,2.3726733036913745e-05,4.541371119795366e-06,0.02360233233624659,,,,,,,,,,,,74.8811356849042,74.8811356849042,74.8811356849042,74.8811356849042,74.8811356849042,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4156603656819345e-05,0.017122293695902773,3.4156603656819345e-05,2.1278028745600794e-05,0.02411366419005636,,,,,,,,,,,,80.0473768503112,80.0473768503112,80.0473768503112,80.0473768503112,80.0473768503112,,,,,,,,,,,,,,,,,,,,,
8,213.0,10.599176940170649,-0.003265161229346661,-1.0661277853628601e-05,-1.1268197496638255,0.006530322458693323,11.014009004822766,11.909448962650284,0.017418259393257814,0.20744187126220787,-0.05573421549756877,-1.272819654789568,10.599176940170649,11.909448962650284,0.018281847807502048,-7.13821561616416e-08,-8.218115429463843e-07,-0.0016448878031890297,0.00605634959078491,70.29089266664046,52.73611259363413,49.78478143315388,57.0542234333111,47.15970495002611,50.94181158685369,5.391041205627295,2.1197922625298764,3.578451666444993,3.2551946951748394,2.3563693253968436,2.5202291174106572,12.389841077685993,11.701577455782589,11.086287845327556,0.011892697263392496,4.9945574272602416e-05,0.0364499819648358,4.9945574272602416e-05,4.28483734427243e-05,0.024516013076669278,7.27437068577202e-06,5.882334188039259e-06,7.146941045230491e-06,5.559810753515958e-06,1.6128861228766236e-05,6.602014237381722e-06,1.4961523872125843e-05,3.955096094550516e-06,-1.4659288995682238e-05,-1.4707310736486967e-05,0.02116348779967372,84.15106807538886,84.15106807538886,84.15106807538886,84.15106807538886,84.15106807538886,299.1815185546875,0.001684427779391196,1.4961523872125843e-05,3.7195458339213104e-09,2.790608860597817e-09,2.6344348371073407e-09,2.9142593454063158e-09,2.40885954810799e-09,2.6020448891473144e-09,1.402426346256546e-09,5.514431079583548e-10,9.308990052959817e-10,7.286662068245779e-10,5.274666675882149e-10,5.641462226620649e-10,2.662511848740596e-09,2.514607607121608e-09,2.3823850977309164e-09,7.801520214102385e-06,6.105165481567383,3.955096094550516e-06
9,171.0,78.10759313099571,0.21724687580506066,-0.04719620504705945,5.7426855843577975,-0.4344937516101213,84.99275085519025,78.44149257058676,0.016241671891504494,1.2740209850113573,-0.11592842136657452,-0.23623838468843195,78.10759313099571,78.44149257058676,0.01826736646396063,6.647740065035087e-08,-2.3373999744028456e-05,-5.1247405671170795e-05,-0.00517253306977562,1.3374771528724416,1.309709283384161,1.5906403166204595,1.39821136854618,1.1320150083754716,1.2550989628252565,0.9455062844793192,0.9909881638411596,0.9255440240150562,1.0395041929505957,0.9274159401903829,1.0242073676692054,58.78095611892278,47.36366817523238,57.362034799062236,-0.004861922886523836,7.057242037840289e-05,0.057325125320976396,7.057242037840289e-05,6.955673503824974e-05,0.024792203839516736,4.6334777221998194e-05,4.6342706295451674e-05,5.1506189670377546e-05,4.882560984847627e-05,3.488015866169589e-05,2.7930074160594778e-05,2.895388281000674e-05,1.921431093645772e-05,7.652861017479315e-06,6.287024571262816e-06,0.022129491209627594,87.41074588205832,87.41074588205832,87.41074588205832,87.41074588205832,87.41074588205832,299.83551025390625,0.0018542230753018914,2.895388281000674e-05,2.871445187771092e-09,2.811830027208881e-09,3.4149641157048693e-09,3.709297565946319e-09,3.003108549709346e-09,3.329636443072384e-09,1.1503270261022264e-09,1.2056614388784014e-09,1.126040431617263e-09,8.71444774366817e-10,7.774781287311348e-10,8.586210276746251e-10,3.4425820377630103e-09,2.773913935199369e-09,3.3594810919589256e-09,7.953780299952587e-06,6.153844356536865,1.921431093645772e-05
