,N_omega_500,N_pr,N_prQ,N_pr_sc,N_pr_scOGS09,N_pr_scOGS09ad,N_pr_scRH,N_pr_scRHad,N_qvstar_s,bias_sc,bias_scOGS09,bias_scOGS09ad,bias_scRH,bias_scRHad,contrib,contribQOmega_bias_covQOmega,contribQOmega_var_cov2QOmega,contribQOmega_var_covQ2Omega2,contribQOmega_var_covQOmega,contribQOmega_var_sum,contribQOmega_var_varOmega,contribQOmega_var_varQ,contribQOmega_var_varQvarOmega,contribTOmega_var_covTOmega,contribTOmega_var_covTOmega2,contribTOmega_var_sum,contribTOmega_var_varOmega,contribTOmega_var_varT,cov_qvstar_s_2_omega_500_2_prQ,cov_qvstar_s_omega_500_prQ,cov_ts_omega_500_2_prQ,cov_ts_omega_500_prQ,norm_var_pr,norm_var_pr_I25,norm_var_pr_I75,norm_var_pr_Ibnd,norm_var_pr_scOGS09_I25_prQ,norm_var_pr_scOGS09_I75_prQ,norm_var_pr_scOGS09_prQ,norm_var_pr_scOGS09ad_I25_prQ,norm_var_pr_scOGS09ad_I75_prQ,norm_var_pr_scOGS09ad_prQ,norm_var_pr_scRH_I25_prQ,norm_var_pr_scRH_I75_prQ,norm_var_pr_scRH_prQ,norm_var_pr_scRHad_I25_prQ,norm_var_pr_scRHad_I75_prQ,norm_var_pr_scRHad_prQ,norm_var_pr_sc_I25_prQ,norm_var_pr_sc_I75_prQ,norm_var_pr_sc_prQ,omega_500_prQ,percentiles,percentiles_omega_500,percentiles_pr,percentiles_pr_sc,percentiles_pr_scOGS09,percentiles_qvstar_s,pr_scOGS09_prQ,pr_scOGS09_vQ,pr_scOGS09ad_prQ,pr_scOGS09ad_vQ,pr_scRH_prQ,pr_scRH_vQ,pr_scRHad_prQ,pr_scRHad_vQ,pr_sc_prQ,pr_sc_vQ,qvstar_s_prQ,ranks_omega_500,ranks_pr,ranks_pr_sc,ranks_pr_scOGS09,ranks_qvstar_s,ranks_ref,ts_prQ,var_omega_500_prQ,var_prQ,var_pr_scOGS09_I25_prQ,var_pr_scOGS09_I75_prQ,var_pr_scOGS09_prQ,var_pr_scOGS09ad_I25_prQ,var_pr_scOGS09ad_I75_prQ,var_pr_scOGS09ad_prQ,var_pr_scRH_I25_prQ,var_pr_scRH_I75_prQ,var_pr_scRH_prQ,var_pr_scRHad_I25_prQ,var_pr_scRHad_I75_prQ,var_pr_scRHad_prQ,var_pr_sc_I25_prQ,var_pr_sc_I75_prQ,var_pr_sc_prQ,var_qvstar_s_prQ,var_ts_prQ,var_vQ
0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0005216447110605372,-0.0005374949938375175,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.259605338102581e-06,-0.029977231063308553,1.259605338102581e-06,-4.9754929383775165e-05,-5.45616673423448e-05,0.016123843006335282,,,,,,,,,,,,20.567176527571853,20.567176527571853,20.567176527571853,20.567176527571853,20.567176527571853,20.567176527571853,,,,,,,,,,,,,,,,,,,,,
2,12032.0,6275.0,,11570.0,12475.0,12437.0,12482.0,12503.0,9811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.361846769903871e-06,-0.02150978261587838,5.361846769903871e-06,-3.5709801185446484e-05,-3.7615007957775957e-05,0.018662897682365186,,,,,,,,,,,,36.90426555198067,36.90426555198067,36.90426555198067,36.90426555198067,36.90426555198067,36.90426555198067,,,,,,,,,,,,,,,,,,,,,
3,6858.0,6075.0,,6390.0,6771.0,6667.0,6724.0,6595.0,6254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0231421336796792e-05,-0.01513608607554404,1.0231421336796792e-05,-2.57811007465653e-05,-2.148264209984611e-05,0.020035529912684622,,,,,,,,,,,,49.88127663727278,49.88127663727278,49.88127663727278,49.88127663727278,49.88127663727278,49.88127663727278,,,,,,,,,,,,,,,,,,,,,
4,5206.0,5230.0,,5013.0,5081.0,5177.0,5126.0,5227.0,4884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6226885834554957e-05,-0.008340150264414207,1.6226885834554957e-05,-1.5310783896454588e-05,-2.099337034028433e-06,0.02088848176587446,,,,,,,,,,,,60.18928294465028,60.18928294465028,60.18928294465028,60.18928294465028,60.18928294465028,60.18928294465028,,,,,,,,,,,,,,,,,,,,,
5,4071.0,4025.0,,3835.0,3955.0,3998.0,3946.0,4031.0,3970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6298593177354672e-05,0.00030024180571675143,2.6298593177354672e-05,-1.4715549799906604e-06,2.374115557683485e-05,0.02152552008049588,,,,,,,,,,,,68.3772233983162,68.3772233983162,68.3772233983162,68.3772233983162,68.3772233983162,68.3772233983162,,,,,,,,,,,,,,,,,,,,,
6,3175.0,3046.0,,3030.0,3116.0,3104.0,3136.0,3012.0,3197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1311309166949974e-05,0.011763819462111982,4.1311309166949974e-05,1.7233677524498787e-05,5.376887231690647e-05,0.022199707128773085,,,,,,,,,,,,74.8811356849042,74.8811356849042,74.8811356849042,74.8811356849042,74.8811356849042,74.8811356849042,,,,,,,,,,,,,,,,,,,,,
7,2422.0,2457.0,,2290.0,2462.0,2467.0,2455.0,2514.0,2381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.004982323183852e-05,0.025418729676445956,6.004982323183852e-05,4.237219363231175e-05,8.504696349991864e-05,0.023178160797268244,,,,,,,,,,,,80.0473768503112,80.0473768503112,80.0473768503112,80.0473768503112,80.0473768503112,80.0473768503112,,,,,,,,,,,,,,,,,,,,,
8,2001.0,2042.0,2042.0,1916.0,2028.0,2032.0,1995.0,2034.0,1875.0,-0.03528218311726589,0.027753383334628734,0.030288193489789308,0.05103501516928281,0.0567511337233692,1.5069952577202457,0.06380561013408098,-0.004071155884582339,0.3903287753057306,-0.12761122026816196,2.1160978572652107,1.7595287388207925,0.035485305122524735,0.06243741416890697,0.04859359227376155,-0.31548459991497596,1.5069952577202457,1.7595287388207925,0.014357526540667513,5.947958912188152e-08,-2.490735216829757e-05,-0.0009574255488824107,0.008219803794368307,0.6040666658829295,0.6149284712807446,0.5743147931250117,0.5743147931250117,0.8218805293886174,0.8565739831025749,0.8714818813913512,0.7280949706975935,0.7857230663441047,0.7038537708087687,0.8962842507916473,0.848759387511836,0.8551329708847311,0.6149284712807446,0.5743147931250117,0.6040666658829295,2.3038792529298684,2.2061059154685876,2.1085480245048696,-0.0179409073037242,8.1035653363416e-05,0.039609240005546144,8.1035653363416e-05,7.086467924023387e-05,0.000113849503445131,0.024559747390546623,5.044269989720982e-05,4.904274431052892e-05,5.379051669502674e-05,5.216129911745203e-05,4.497562500274899e-05,4.268029329848572e-05,4.4020956417580986e-05,4.152271723329624e-05,3.301732618149391e-05,3.4182249529871875e-05,0.02175826656667448,84.15106807538886,84.15106807538886,84.15106807538886,84.15106807538886,84.15106807538886,84.15106807538886,303.9131164550781,0.000566350344853943,4.4020956417580986e-05,2.0912470408347897e-09,2.1795233532930285e-09,2.2174559932165717e-09,2.1066843217255085e-09,2.2734265881541378e-09,2.036544356747214e-09,1.8130099170184256e-09,1.7168762982974239e-09,1.729768826367393e-09,1.1916358198672828e-09,1.1129328228079104e-09,1.1705873288883132e-09,2.511559748442302e-09,2.404972748048799e-09,2.2986206153249166e-09,1.6799529940825634e-05,5.105234622955322,4.152271723329624e-05
9,1630.0,1561.0,1561.0,1498.0,1598.0,1580.0,1612.0,1521.0,1512.0,-0.03141905545120321,-0.007778801163616289,0.010866904229991084,0.009103806415033765,0.03674797654612551,0.430956791992531,0.020664861923154074,-0.0004270365183030231,0.11613732531031036,-0.04132972384630815,0.6898433133790631,0.5758639627322396,0.025128302085459065,0.014470483615665258,0.06484496455985538,-0.22281141532255258,0.430956791992531,0.5758639627322396,0.01305928002298861,6.045206823137556e-08,-1.490912581927799e-05,-0.0023187145798026915,0.020306168918936735,0.2348483210746782,0.22579129952239477,0.2336003200341251,0.2336003200341251,0.24693031833170082,0.28451945303529497,0.27939933868631944,0.2638195024397084,0.26506857293305686,0.25401669006394934,0.277351358796749,0.28903299688686573,0.28271591079873876,0.22579129952239477,0.2336003200341251,0.2348483210746782,0.6982420562899411,0.7088834017380856,0.7053905542374534,-0.033232125411325045,0.00010338985044266125,0.05395041004219279,0.00010338985044266125,0.00010009639686862833,0.0001419837527370705,0.02629103404876297,7.359138884575408e-05,7.416384162693957e-05,7.941818187202629e-05,7.855515209550296e-05,6.552368803590042e-05,6.492717306442252e-05,6.640848156360325e-05,6.396810424064015e-05,6.125146295824452e-05,6.317592606939693e-05,0.0217100865025463,87.41074588205832,87.41074588205832,87.41074588205832,87.41074588205832,87.41074588205832,87.41074588205832,303.8276062011719,0.0006359692797447009,6.640848156360325e-05,1.3372986760357547e-09,1.5408698713918527e-09,1.5131409064502577e-09,1.6639749267244812e-09,1.671853123610696e-09,1.6021461617779802e-09,1.1907674807776823e-09,1.2409208848218236e-09,1.2137993999311468e-09,9.957591445869735e-10,1.03019759992724e-09,1.0357013923728013e-09,2.619623849418825e-09,2.6595474290353018e-09,2.646443167364705e-09,1.1843668745554159e-05,4.638381481170654,6.396810424064015e-05
