,N_omega_500,N_pr,N_prQ,N_pr_sc,N_pr_scOGS09,N_pr_scOGS09ad,N_pr_scRH,N_pr_scRHad,N_qvstar_s,bias_sc,bias_scOGS09,bias_scOGS09ad,bias_scRH,bias_scRHad,contrib,contribQOmega_bias_covQOmega,contribQOmega_var_cov2QOmega,contribQOmega_var_covQ2Omega2,contribQOmega_var_covQOmega,contribQOmega_var_sum,contribQOmega_var_varOmega,contribQOmega_var_varQ,contribQOmega_var_varQvarOmega,contribTOmega_var_covTOmega,contribTOmega_var_covTOmega2,contribTOmega_var_sum,contribTOmega_var_varOmega,contribTOmega_var_varT,cov_qvstar_s_2_omega_500_2_prQ,cov_qvstar_s_omega_500_prQ,cov_ts_omega_500_2_prQ,cov_ts_omega_500_prQ,norm_var_pr,norm_var_pr_I25,norm_var_pr_I75,norm_var_pr_Ibnd,norm_var_pr_scOGS09_I25_prQ,norm_var_pr_scOGS09_I75_prQ,norm_var_pr_scOGS09_prQ,norm_var_pr_scOGS09ad_I25_prQ,norm_var_pr_scOGS09ad_I75_prQ,norm_var_pr_scOGS09ad_prQ,norm_var_pr_scRH_I25_prQ,norm_var_pr_scRH_I75_prQ,norm_var_pr_scRH_prQ,norm_var_pr_scRHad_I25_prQ,norm_var_pr_scRHad_I75_prQ,norm_var_pr_scRHad_prQ,norm_var_pr_sc_I25_prQ,norm_var_pr_sc_I75_prQ,norm_var_pr_sc_prQ,omega_500_prQ,percentiles,percentiles_omega_500,percentiles_pr,percentiles_pr_sc,percentiles_pr_scOGS09,percentiles_qvstar_s,pr_scOGS09_prQ,pr_scOGS09_vQ,pr_scOGS09ad_prQ,pr_scOGS09ad_vQ,pr_scRH_prQ,pr_scRH_vQ,pr_scRHad_prQ,pr_scRHad_vQ,pr_sc_prQ,pr_sc_vQ,qvstar_s_prQ,ranks_omega_500,ranks_pr,ranks_pr_sc,ranks_pr_scOGS09,ranks_qvstar_s,ranks_ref,ts_prQ,var_omega_500_prQ,var_prQ,var_pr_scOGS09_I25_prQ,var_pr_scOGS09_I75_prQ,var_pr_scOGS09_prQ,var_pr_scOGS09ad_I25_prQ,var_pr_scOGS09ad_I75_prQ,var_pr_scOGS09ad_prQ,var_pr_scRH_I25_prQ,var_pr_scRH_I75_prQ,var_pr_scRH_prQ,var_pr_scRHad_I25_prQ,var_pr_scRHad_I75_prQ,var_pr_scRHad_prQ,var_pr_sc_I25_prQ,var_pr_sc_I75_prQ,var_pr_sc_prQ,var_qvstar_s_prQ,var_ts_prQ,var_vQ
0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.901329381084844e-18,-0.0007044752772825568,-0.000602393411517394,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34902174466263e-06,-0.04692447261980447,3.34902174466263e-06,-5.509395553742105e-05,-5.786986598415916e-05,0.012091825665722996,,,,,,,,,,,,20.567176527571853,20.567176527571853,20.567176527571853,20.567176527571853,20.567176527571853,20.567176527571853,,,,,,,,,,,,,,,,,,,,,
2,394697.0,180179.0,,372384.0,398183.0,397986.0,396379.0,392745.0,339612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0827759146804534e-05,-0.026446603809945766,1.0827759146804534e-05,-3.1632304345989625e-05,-3.131217256482684e-05,0.013992750458367505,,,,,,,,,,,,36.90426555198067,36.90426555198067,36.90426555198067,36.90426555198067,36.90426555198067,36.90426555198067,,,,,,,,,,,,,,,,,,,,,
3,215001.0,209227.0,,203488.0,213371.0,214127.0,216054.0,221050.0,200695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.857257839050453e-05,-0.011351481356372671,1.857257839050453e-05,-1.4309146289103532e-05,-9.614916072441972e-06,0.014962569174465264,,,,,,,,,,,,49.88127663727278,49.88127663727278,49.88127663727278,49.88127663727278,49.88127663727278,49.88127663727278,,,,,,,,,,,,,,,,,,,,,
4,165346.0,166249.0,,156776.0,164962.0,164072.0,165826.0,166282.0,159299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.891328762061321e-05,0.00249463546148373,2.891328762061321e-05,2.0182504807129304e-06,1.2235968240985995e-05,0.015590601370107841,,,,,,,,,,,,60.18928294465028,60.18928294465028,60.18928294465028,60.18928294465028,60.18928294465028,60.18928294465028,,,,,,,,,,,,,,,,,,,,,
5,129749.0,123883.0,,122844.0,128071.0,128186.0,129180.0,127713.0,124257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3372542780161194e-05,0.016477171969808035,4.3372542780161194e-05,1.9325265312672137e-05,3.5092843654011704e-05,0.01606964329168837,,,,,,,,,,,,68.3772233983162,68.3772233983162,68.3772233983162,68.3772233983162,68.3772233983162,68.3772233983162,,,,,,,,,,,,,,,,,,,,,
6,102057.0,100097.0,,96116.0,101729.0,101617.0,100571.0,100629.0,100213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94492301523986e-05,0.03112625480247256,5.94492301523986e-05,3.850391487388404e-05,5.846388635074564e-05,0.016531220423936826,,,,,,,,,,,,74.8811356849042,74.8811356849042,74.8811356849042,74.8811356849042,74.8811356849042,74.8811356849042,,,,,,,,,,,,,,,,,,,,,
7,81145.0,80345.0,,76396.0,80962.0,80843.0,79753.0,80114.0,78158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.553340984684706e-05,0.04642796721418784,7.553340984684706e-05,5.962411392192738e-05,8.10659892830617e-05,0.017080778242233342,,,,,,,,,,,,80.0473768503112,80.0473768503112,80.0473768503112,80.0473768503112,80.0473768503112,80.0473768503112,,,,,,,,,,,,,,,,,,,,,
8,64190.0,64463.0,64463.0,60605.0,64450.0,64705.0,64023.0,63686.0,60780.0,-0.022750349708680673,0.0058890080201627,0.006937483322044715,0.07540390822758483,0.061488677906989954,1.2693906965475046,0.030650724416891272,-0.0009394669072802148,0.3251123428248646,-0.061301448833782544,2.0113379936788163,1.6656392792434351,0.031072203953674986,0.05175508339790422,0.14529518969663469,-0.5680412826305278,1.2693906965475046,1.6656392792434351,0.02649751023796248,9.585503793575996e-08,-1.6642995133344913e-05,-0.00569486783640949,0.04408715936371948,0.770017786150956,0.7793728781019018,0.7783755290082075,0.7783755290082075,0.8086626650885618,0.8177498411923216,0.8063768810561237,0.7409625330659833,0.7319679826287412,0.7312316232864823,0.7655870716608906,0.7695314287172478,0.7566401765952327,0.7793728781019018,0.7783755290082075,0.770017786150956,1.9732682789335059,2.005073347179149,2.002546169702513,-0.03304021535851665,9.124428108180972e-05,0.061830984669845594,9.124428108180972e-05,8.152842823627912e-05,0.00010261238728147978,0.017862141146634796,6.32653573655709e-05,6.28927871686466e-05,6.7148016693387e-05,6.668217844746825e-05,4.783657878418815e-05,4.42295137876236e-05,3.8746040307825055e-05,3.636359751516595e-05,4.470454754073482e-05,4.572159163085488e-05,0.016434173719451568,84.15106807538886,84.15106807538886,84.15106807538886,84.15106807538886,84.15106807538886,84.15106807538886,299.9434814453125,0.0018183048314240637,3.8746040307825055e-05,3.2366767182390494e-09,3.273048190052153e-09,3.227527855208623e-09,3.340893471063129e-09,3.3003383370449637e-09,3.2970181986990613e-09,1.7519221949272344e-09,1.760948218128957e-09,1.7314486725528212e-09,1.1700379285515748e-09,1.1685406526000805e-09,1.1559935440018433e-09,3.943569888760086e-09,4.007132208583757e-09,4.002081653062843e-09,8.392045034044926e-06,8.939249992370605,3.636359751516595e-05
9,51195.0,51447.0,51447.0,48152.0,51191.0,51321.0,51305.0,51496.0,47391.0,-0.021694143539028602,-0.002904237874339029,0.003708062911165733,0.05073306004500438,0.05200307999108412,0.5801748679705769,0.013692704259508246,-0.00018749014993835528,0.13099639468687835,-0.027385408519016493,0.9283823686227891,0.775719522476493,0.02772923848902745,0.021510111639345162,0.09951665758802887,-0.31981195003181856,0.5801748679705769,0.775719522476493,0.02475063793787359,8.615435602379214e-08,-1.1104478739485364e-05,-0.0070507192928026255,0.0447911357372089,0.4197592849023863,0.40917451153055157,0.41969013554099605,0.41969013554099605,0.43725365279146144,0.42497604595921135,0.43385358000941515,0.41470498642266734,0.4166313388296773,0.4104516620171574,0.42820988533323046,0.4263472327278432,0.42398645445675265,0.40917451153055157,0.41969013554099605,0.4197592849023863,0.9318568837822674,0.9300993414472883,0.926259419433688,-0.048982668786352705,0.00010625777056511802,0.07709846672239921,0.00010625777056511802,0.00010372369978613046,0.0001229586206945493,0.018908360233391045,8.250877173948302e-05,8.274839683933402e-05,8.750404176966926e-05,8.717957127780605e-05,6.367281307350385e-05,6.044249642461144e-05,5.458535408881838e-05,5.1746747553795906e-05,6.683726071823041e-05,6.828723784600718e-05,0.016556422673225882,87.41074588205832,87.41074588205832,87.41074588205832,87.41074588205832,87.41074588205832,87.41074588205832,300.0249328613281,0.0018611852787137895,5.458535408881838e-05,2.9766905613521702e-09,2.8931083290706667e-09,2.9535438946665645e-09,3.175378383929394e-09,3.1901283821047605e-09,3.1428108604626507e-09,1.7360601321798174e-09,1.7285085154631756e-09,1.7189373841611337e-09,1.2191603680594028e-09,1.250492310000245e-09,1.2506983447323897e-09,4.162809168187952e-09,4.154957840937105e-09,4.137804066745448e-09,7.601003861317351e-06,8.35899543762207,5.1746747553795906e-05
